cognome,nome,legislatura,gruppoParlamentare
SOGLIA,GERARDO,16,VICEPRESIDENTE
PERANI,MARIO,11,MEMBRO DEL C.D.
PISICCHIO,GIUSEPPE,14,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
PISICCHIO,GIUSEPPE,14,VICEPRESIDENTE
QUERCINI,GIULIO,10,PRESIDENTE
QUERCINI,GIULIO,10,VICEPRESIDENTE
RUSSO SPENA,GIOVANNI,14,VICEPRESIDENTE
RUSSO SPENA,GIOVANNI,14,DELEGATO D'AULA
SCALIA,MASSIMO,10,VICEPRESIDENTE
SCALIA,MASSIMO,10,PRESIDENTE
SCALIA,MASSIMO,12,MEMBRO DEL C.D.
SOLAROLI,BRUNO,12,SEGRETARIO
WILLEIT,FERDINAND,10,VICEPRESIDENTE
D'ONOFRIO,FRANCESCO,11,PRESIDENTE
D'ONOFRIO,FRANCESCO,11,VICEPRESIDENTE
PATARINO,CARMINE SANTO,12,MEMBRO DEL C.D.
TARADASH,MARCO,12,VICEPRESIDENTE
ACCIARO,GIOVANNI CARLO,11,SEGRETARIO
AIMONE PRINA,STEFANO,11,VICEPRESIDENTE
AIMONE PRINA,STEFANO,12,VICEPRES. VICARIO
AIMONE PRINA,STEFANO,12,VICEPRESIDENTE
AYALA,GIUSEPPE MARIA,12,VICEPRESIDENTE
ALBERTINI,GIUSEPPE,11,SEGRETARIO D'AULA
ANEDDA,GIAN FRANCO,12,MEMBRO DEL C.D.
ANEDDA,GIAN FRANCO,13,MEMBRO DEL C.D.
ANEDDA,GIAN FRANCO,14,PRESIDENTE
BALOCCHI,MAURIZIO,11,SEGRETARIO AMM.
BALOCCHI,MAURIZIO,11,MEMBRO DEL C.D.
BALOCCHI,MAURIZIO,12,SEGRETARIO
BATTAGLIA,AUGUSTO,14,MEMBRO DEL C.D.
BIANCHINI,ALFREDO,11,PRESIDENTE
BICOCCHI,GIUSEPPE,13,VICEPRESIDENTE
LA MALFA,GIORGIO,13,VICEPRESIDENTE
LA MALFA,GIORGIO,15,VICEPRESIDENTE
LA MALFA,GIORGIO,15,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
BONATO,MAURO,11,MEMBRO DEL C.D.
BONATO,MAURO,12,MEMBRO DEL C.D.
BUONTEMPO,TEODORO,12,MEMBRO DEL C.D.
BUONTEMPO,TEODORO,14,MEMBRO DEL C.D.
BUONTEMPO,TEODORO,14,VICEPRESIDENTE
BUONTEMPO,TEODORO,15,VICEPRESIDENTE
BUONTEMPO,TEODORO,15,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
BUTTI,ALESSIO,14,VICEPRESIDENTE
BUTTI,ALESSIO,14,MEMBRO DEL C.D.
CALZOLAIO,VALERIO,14,SEGRETARIO
CALZOLAIO,VALERIO,14,MEMBRO DEL C.D.
CAMPATELLI,VASSILI,13,MEMBRO DEL C.D.
CAMPATELLI,VASSILI,13,SEGRETARIO
CASTELLANETA,SERGIO,11,MEMBRO DEL C.D.
COMINO,DOMENICO,13,VICEPRESIDENTE
COMINO,DOMENICO,13,PRESIDENTE
CONTI,GIULIO,12,MEMBRO DEL C.D.
COSTI,ROBINIO,11,VICEPRESIDENTE
DE BENETTI,LINO,11,VICEPRESIDENTE
DOSI,FABIO,11,VICEPRESIDENTE
EVANGELISTI,FABIO,13,MEMBRO DEL C.D.
EVANGELISTI,FABIO,15,DELEGATO D'AULA
EVANGELISTI,FABIO,15,VICEPRESIDENTE
FARASSINO,GIUSEPPE,11,MEMBRO DEL C.D.
FERRAUTO,ROMANO,11,SEGRETARIO
FERRI,ENRICO,11,PRESIDENTE
FORMENTINI,MARCO,11,PRESIDENTE
FRAGASSI,RICCARDO,11,MEMBRO DEL C.D.
FRAGASSI,RICCARDO,12,SEGRETARIO
GAMBALE,GIUSEPPE,11,SEGRETARIO
GAMBALE,GIUSEPPE,13,MEMBRO DEL C.D.
GAMBALE,GIUSEPPE,14,MEMBRO DEL C.D.
GASPARRI,MAURIZIO,12,MEMBRO DEL C.D.
GASPARRI,MAURIZIO,13,VICEPRESIDENTE
GIANNOTTI,VASCO,13,MEMBRO DEL C.D.
GIOVANARDI,CARLO AMEDEO,12,PRESIDENTE
GIOVANARDI,CARLO AMEDEO,13,PRESIDENTE
GIOVANARDI,CARLO AMEDEO,13,VICEPRESIDENTE
GIOVANARDI,CARLO AMEDEO,14,MEMBRO DEL C.D.
GNUTTI,VITO,12,PRESIDENTE
INNOCENTI,RENZO,14,MEMBRO DEL C.D.
INNOCENTI,RENZO,14,DELEGATO D'AULA
INNOCENTI,RENZO,14,VICEPRESIDENTE
LA RUSSA,IGNAZIO BENITO MARIA,12,MEMBRO DEL C.D.
LA RUSSA,IGNAZIO BENITO MARIA,14,MEMBRO DEL C.D.
LA RUSSA,IGNAZIO BENITO MARIA,14,PRESIDENTE
LA RUSSA,IGNAZIO BENITO MARIA,15,PRESIDENTE
LATRONICO,FEDE,12,MEMBRO DEL C.D.
LAZZATI,MARCELLO LUIGI,11,MEMBRO DEL C.D.
MARCUCCI,ANDREA,11,VICEPRESIDENTE
MARONI,ROBERTO ERNESTO,11,VICEPRESIDENTE
MARONI,ROBERTO ERNESTO,11,PRESIDENTE
MARONI,ROBERTO ERNESTO,12,PRESIDENTE
MARONI,ROBERTO ERNESTO,15,PRESIDENTE
METRI,CORRADO,11,MEMBRO DEL C.D.
MICHIELON,MAURO,11,MEMBRO DEL C.D.
MICHIELON,MAURO,11,VICEPRESIDENTE
MICHIELON,MAURO,12,VICEPRESIDENTE
MORGANDO,GIANFRANCO,11,SEGRETARIO
MORGANDO,GIANFRANCO,13,MEMBRO DEL C.D.
MORGANDO,GIANFRANCO,14,MEMBRO DEL C.D.
MUSSI,FABIO,11,VICEPRESIDENTE
MUSSI,FABIO,12,VICEPRESIDENTE
MUSSI,FABIO,13,PRESIDENTE
MUZIO,ANGELO,11,VICEPRESIDENTE
MUZIO,ANGELO,12,VICEPRESIDENTE
NEGRI,LUIGI,11,MEMBRO DEL C.D.
NICOLOSI,ROSARIO ANTONINO,11,VICEPRESIDENTE
OLIVO,ROSARIO,12,MEMBRO DEL C.D.
OLIVO,ROSARIO,13,MEMBRO DEL C.D.
PAGANO,SANTINO,11,MEMBRO DEL C.D.
PAGANO,SANTINO,12,MEMBRO DEL C.D.
PAGANO,SANTINO,13,MEMBRO DEL C.D.
PAGANO,SANTINO,13,SEGRETARIO AMM.
PAGANO,SANTINO,13,VICEPRESIDENTE
PAISSAN,MAURO,12,MEMBRO DEL C.D.
PAISSAN,MAURO,13,PRESIDENTE
PECORARO SCANIO,ALFONSO,14,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
PECORARO SCANIO,ALFONSO,14,VICEPRESIDENTE
MARTELLA,ANDREA,17,VICEPRESIDENTE
FORMISANO,ANIELLO,17,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
FORMISANO,ANIELLO,17,VICEPRESIDENTE
ROSATO,ETTORE,17,SEGRETARIO
ROSATO,ETTORE,17,PRESIDENTE
ROSATO,ETTORE,17,VICEPRES. VICARIO
ROSATO,ETTORE,17,DELEGATO D'AULA
LEGNINI,GIOVANNI,17,SEGRETARIO
LEGNINI,GIOVANNI,17,DELEGATO D'AULA
GIACOMELLI,ANTONELLO,17,VICEPRESIDENTE
RAMPELLI,FABIO,17,VICEPRESIDENTE
RAMPELLI,FABIO,17,PRESIDENTE
MARANTELLI,DANIELE,17,SEGRETARIO
MARANTELLI,DANIELE,17,TESORIERE
LO MONTE,CARMELO,17,TESORIERE
FERRARA,FRANCESCO,17,DELEGATO D'AULA
FERRARA,FRANCESCO,17,VICEPRESIDENTE
MERLO,RICARDO ANTONIO,17,VICEPRESIDENTE
MERLO,RICARDO ANTONIO,17,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
COSTA,ENRICO,17,PRESIDENTE - PROTEMPORE
COSTA,ENRICO,17,DELEGATO D'AULA
COSTA,ENRICO,17,PRESIDENTE
BERNARDO,MAURIZIO,17,TESORIERE
GRASSI,GEROLAMO,17,VICEPRESIDENTE
SCOTTO,ARTURO,17,PRESIDENTE
BALDELLI,SIMONE,17,VICEPRESIDENTE
BALDELLI,SIMONE,17,DELEGATO D'AULA
PIZZOLANTE,SERGIO,17,VICEPRESIDENTE
PINI,GIANLUCA,17,VICEPRESIDENTE
MIGLIORE,GENNARO,17,PRESIDENTE
TOTARO,ACHILLE,17,DELEGATO D'AULA
MOLTENI,NICOLA,17,TESORIERE
MOLTENI,NICOLA,17,VICEPRESIDENTE
MOLTENI,NICOLA,17,VICEPRES. VICARIO
LAFFRANCO,PIETRO,17,TESORIERE
LAFFRANCO,PIETRO,17,VICETESORIERE
PISO,VINCENZO,17,MEMBRO DEL C.D.
VACCARO,GUGLIELMO,16,MEMBRO DEL C.D.
RUBEN,ALESSANDRO,16,MEMBRO DEL C.D.
BRAGANTINI,MATTEO,17,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
BRAGANTINI,MATTEO,17,VICEPRES. VICARIO
BRAGANTINI,MATTEO,17,VICEPRESIDENTE
MONTAGNOLI,ALESSANDRO,16,VICEPRES. VICARIO
MONTAGNOLI,ALESSANDRO,16,DELEGATO D'AULA
RAO,ROBERTO,16,MEMBRO DEL C.D.
CALEARO CIMAN,MASSIMO,16,TESORIERE
BUONANNO,GIANLUCA,17,MEMBRO DEL C.D.
CALVISI,GIULIO,16,MEMBRO DEL C.D.
BARETTA,PIER PAOLO,16,MEMBRO DEL C.D.
PARISI,MASSIMO,16,MEMBRO DEL C.D.
PARISI,MASSIMO,17,VICEPRES. VICARIO
PARISI,MASSIMO,17,VICEPRESIDENTE
BIANCONI,MAURIZIO,16,VICEPRESIDENTE
BRUNETTA,RENATO,17,PRESIDENTE
BOCCIA,FRANCESCO,16,SEGRETARIO
DI BIAGIO,ALDO,16,MEMBRO DEL C.D.
DIMA,GIOVANNI,16,MEMBRO DEL C.D.
BERRETTA,GIUSEPPE,16,MEMBRO DEL C.D.
ABRIGNANI,IGNAZIO,17,PORTAVOCE
FARINA,RENATO,16,MEMBRO DEL C.D.
FARINA,RENATO,16,CONSIGLIERE
GAROFALO,VINCENZO,17,TESORIERE
SAMMARCO,GIANFRANCO,16,MEMBRO DEL C.D.
SCANDROGLIO,MICHELE,16,MEMBRO DEL C.D.
FEDRIGA,MASSIMILIANO,16,VICEPRESIDENTE
FEDRIGA,MASSIMILIANO,17,MEMBRO DEL C.D.
FEDRIGA,MASSIMILIANO,17,PRESIDENTE
FEDRIGA,MASSIMILIANO,17,DELEGATO D'AULA
SCILIPOTI,DOMENICO,16,VICEPRES. VICARIO
SCILIPOTI,DOMENICO,16,DELEGATO D'AULA
SCILIPOTI,DOMENICO,16,VICEPRESIDENTE
COMMERCIO,ROBERTO MARIO SERGIO,16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
COMMERCIO,ROBERTO MARIO SERGIO,16,VICEPRESIDENTE
IANNACCONE,ARTURO,16,VICEPRESIDENTE
IANNACCONE,ARTURO,16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
LATRONICO,COSIMO,17,VICEPRESIDENTE
LATRONICO,COSIMO,17,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
GRILLI,ANTONIO,3,MEMBRO DEL C.D.
GRILLI,ANTONIO,4,SEGRETARIO
GRILLI,ANTONIO,4,MEMBRO DEL C.D.
TANCREDI,PAOLO,17,MEMBRO DEL C.D.
PISICCHIO,GIUSEPPE,16,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
PISICCHIO,GIUSEPPE,16,VICEPRESIDENTE
PISICCHIO,GIUSEPPE,17,PRESIDENTE
GUADALUPI,MARIO MARINO,2,MEMBRO DEL C.D.
D'ANNA,VINCENZO,16,SEGRETARIO D'AULA
D'ANNA,VINCENZO,16,DELEGATO D'AULA
GRASSANO,MAURIZIO,16,TESORIERE
CATANIA,MARIO,17,MEMBRO DEL C.D.
VITELLI,PAOLO,17,TESORIERE
VITELLI,PAOLO,17,MEMBRO DEL C.D.
BOMBASSEI,ALBERTO,17,MEMBRO DEL C.D.
MONCHIERO,GIOVANNI,17,PRESIDENTE
MONCHIERO,GIOVANNI,17,VICEPRESIDENTE
MONCHIERO,GIOVANNI,17,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
SBERNA,MARIO,17,TESORIERE
ALBERTI,FERDINANDO,17,TESORIERE
SORIAL,GIRGIS,17,VICEPRES. VICARIO - PORTAVOCE
SORIAL,GIRGIS,17,VICEPRESIDENTE
GUERINI,GIUSEPPE,17,SEGRETARIO
GIORGIS,ANDREA,17,SEGRETARIO
ALFREIDER,DANIEL,17,VICEPRESIDENTE
ALFREIDER,DANIEL,17,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
MAZZIOTTI DI CELSO,ANDREA,17,PRESIDENTE
DELLAI,LORENZO,17,RAPPRESENTANTE PROVVISORIO
DELLAI,LORENZO,17,PRESIDENTE
BRUGNEROTTO,MARCO,17,SEGRETARIO
BUSIN,FILIPPO,17,VICEPRESIDENTE
PASTORELLI,ORESTE,17,TESORIERE
MARCOLIN,MARCO,17,MEMBRO DEL C.D.
D'INCA',FEDERICO,17,PRESIDENTE
D'INCA',FEDERICO,17,VICEPRESIDENTE
D'INCA',FEDERICO,17,VICEPRES. VICARIO - PORTAVOCE
COZZOLINO,EMANUELE,17,VICEPRESIDENTE
COZZOLINO,EMANUELE,17,DELEGATO D'AULA
GIGLI,GIAN LUIGI,17,DELEGATO D'AULA
GIGLI,GIAN LUIGI,17,MEMBRO DEL C.D.
DE MARIA,ANDREA,17,SEGRETARIO
DE MARIA,ANDREA,17,DELEGATO D'AULA
MANTERO,MATTEO,17,VICEPRES. VICARIO - PORTAVOCE
MANTERO,MATTEO,17,VICEPRESIDENTE
BATTELLI,SERGIO,17,SEGRETARIO
VALENTE,SIMONE,17,VICEPRESIDENTE
VALENTE,SIMONE,17,VICEPRES. VICARIO - PORTAVOCE
FAUTTILLI,FEDERICO,17,DELEGATO D'AULA
LEVA,DANILO,17,TESORIERE
BOCCADUTRI,SERGIO,17,TESORIERE
CECCONI,ANDREA,17,VICEPRES. VICARIO - PORTAVOCE
CECCONI,ANDREA,17,PRESIDENTE
CECCONI,ANDREA,17,VICEPRESIDENTE
MARAZZITI,MARIO,17,DELEGATO D'AULA
ROSSI,DOMENICO,17,SEGRETARIO
ROSSI,DOMENICO,17,DELEGATO D'AULA
ROSSI,DOMENICO,17,MEMBRO DEL C.D.
ROSSI,DOMENICO,17,SEGRETARIO D'AULA
MATARRESE,SALVATORE,17,MEMBRO DEL C.D.
D'AMBROSIO,GIUSEPPE,17,VICEPRESIDENTE
D'AMBROSIO,GIUSEPPE,17,DELEGATO D'AULA
DI MAIO,MARCO,17,SEGRETARIO
BRESCIA,GIUSEPPE,17,VICEPRESIDENTE
BRESCIA,GIUSEPPE,17,VICEPRES. VICARIO - PORTAVOCE
DI LELLO,MARCO,17,VICEPRESIDENTE
FRATOIANNI,NICOLA,17,PRESIDENTE
FICO,ROBERTO,17,VICEPRESIDENTE
FICO,ROBERTO,17,VICEPRES. VICARIO - PORTAVOCE
SIBILIA,CARLO,17,VICEPRESIDENTE
SIBILIA,CARLO,17,DELEGATO D'AULA
CESARO,ANTIMO,17,VICEPRES. VICARIO
CESARO,ANTIMO,17,DELEGATO D'AULA
D'AGOSTINO,ANGELO ANTONIO,17,MEMBRO DEL C.D.
PALESE,ROCCO,17,DELEGATO D'AULA
PALESE,ROCCO,17,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
PALESE,ROCCO,17,VICEPRESIDENTE
SPERANZA,ROBERTO,17,PRESIDENTE
DELL'ORCO,MICHELE,17,VICEPRES. VICARIO - PORTAVOCE
DELL'ORCO,MICHELE,17,VICEPRESIDENTE
MOLEA,BRUNO,17,DELEGATO D'AULA
MOLEA,BRUNO,17,VICEPRESIDENTE
MOLEA,BRUNO,17,MEMBRO DEL C.D.
RABINO,MARIANO,17,SEGRETARIO D'AULA
RABINO,MARIANO,17,PORTAVOCE
RABINO,MARIANO,17,DELEGATO D'AULA
MARGUERETTAZ,RUDI FRANCO,17,VICEPRESIDENTE
CRIPPA,DAVIDE,17,VICEPRESIDENTE
CRIPPA,DAVIDE,17,DELEGATO D'AULA
CRIPPA,DAVIDE,17,VICEPRES. VICARIO - PORTAVOCE
NUTI,RICCARDO,17,VICEPRES. VICARIO
NUTI,RICCARDO,17,VICEPRES. VICARIO - PORTAVOCE
NUTI,RICCARDO,17,PRESIDENTE
COLLETTI,ANDREA,17,PRESIDENTE
DEL GROSSO,DANIELE,17,VICEPRESIDENTE
DEL GROSSO,DANIELE,17,DELEGATO D'AULA
SOTTANELLI,GIULIO CESARE,17,TESORIERE
SOTTANELLI,GIULIO CESARE,17,PRESIDENTE
CAPELLI,ROBERTO,17,VICEPRESIDENTE
CAPELLI,ROBERTO,17,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
CAPELLI,ROBERTO,17,DELEGATO D'AULA
D'UVA,FRANCESCO,17,VICEPRESIDENTE
D'UVA,FRANCESCO,17,DELEGATO D'AULA
VILLAROSA,ALESSIO MATTIA,17,VICEPRES. VICARIO
VILLAROSA,ALESSIO MATTIA,17,VICEPRES. VICARIO - PORTAVOCE
VILLAROSA,ALESSIO MATTIA,17,PRESIDENTE
ARTINI,MASSIMO,17,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
ARTINI,MASSIMO,17,VICEPRESIDENTE
GUERRINI,GIORGIO,4,SEGRETARIO
GUERRINI,GIORGIO,4,MEMBRO DEL C.D.
GUERRINI,GIORGIO,5,VICEPRESIDENTE
STUMPO,NICOLA,17,SEGRETARIO
MAURI,MATTEO,17,TESORIERE
MAURI,MATTEO,17,VICEPRES. VICARIO
MAURI,MATTEO,17,DELEGATO D'AULA
ROMANO,ANDREA,17,PRESIDENTE
LAFORGIA,FRANCESCO,17,PRESIDENTE
LIBRANDI,GIANFRANCO,17,TESORIERE
CASO,VINCENZO,17,VICEPRESIDENTE
CASO,VINCENZO,17,TESORIERE
CASO,VINCENZO,17,VICEPRES. VICARIO - PORTAVOCE
PESCO,DANIELE,17,VICEPRES. VICARIO - PORTAVOCE
PESCO,DANIELE,17,TESORIERE
PESCO,DANIELE,17,VICEPRESIDENTE
CARUSO,MARIO,17,MEMBRO DEL C.D.
CARUSO,MARIO,17,TESORIERE
MARCON,GIULIO,17,PRESIDENTE
CAUSIN,ANDREA,17,MEMBRO DEL C.D.
PAGLIA,GIOVANNI,17,TESORIERE
DE MITA,GIUSEPPE,17,VICEPRES. VICARIO
DE MITA,GIUSEPPE,17,DELEGATO D'AULA
BOSCO,ANTONINO,17,MEMBRO DEL C.D.
BOSCO,ANTONINO,17,DELEGATO D'AULA
MAIETTA,PASQUALE,17,TESORIERE
ZARATTI,FILIBERTO,17,SEGRETARIO
GUIDESI,GUIDO,17,DELEGATO D'AULA
GUI,LUIGI,1,MEMBRO DEL C.D.
GUI,LUIGI,3,PRESIDENTE
GUNNELLA,ARISTIDE,6,SEGRETARIO
PATARINO,CARMINE SANTO,16,VICEPRESIDENTE
INGRAO,PIETRO,2,MEMBRO DEL C.D.
INGRAO,PIETRO,3,VICEPRESIDENTE
INGRAO,PIETRO,4,PRESIDENTE
INGRAO,PIETRO,4,VICEPRESIDENTE
INGRAO,PIETRO,5,PRESIDENTE
LA LOGGIA,GIUSEPPE,6,VICEPRESIDENTE
LA MALFA,UGO,1,PRESIDENTE
LA MALFA,UGO,4,PRESIDENTE
LA MALFA,UGO,5,PRESIDENTE
LA MALFA,UGO,6,PRESIDENTE
EVANGELISTI,FABIO,16,VICEPRES. VICARIO
EVANGELISTI,FABIO,16,DELEGATO D'AULA
LAURO,ACHILLE,3,PRESIDENTE
PETRINI,PIERLUIGI,11,VICEPRES. VICARIO
PETRINI,PIERLUIGI,11,MEMBRO DEL C.D.
PETRINI,PIERLUIGI,12,PRESIDENTE
PETRINI,PIERLUIGI,12,VICEPRES. VICARIO
PINZA,ROBERTO,12,VICEPRESIDENTE
PINZA,ROBERTO,12,MEMBRO DEL C.D.
PIOLI,CLAUDIO,11,MEMBRO DEL C.D.
PISCITELLO,CALOGERO,11,SEGRETARIO
PISCITELLO,CALOGERO,13,VICEPRESIDENTE
PISCITELLO,CALOGERO,13,PRESIDENTE
PIZZINATO,ANTONIO,11,MEMBRO DEL C.D.
POLIZIO,FRANCESCO,11,MEMBRO DEL C.D.
POLLI,MAURO,12,SEGRETARIO AMM.
ROSITANI,GUGLIELMO,12,MEMBRO DEL C.D.
ROSSI,LUIGI,11,MEMBRO DEL C.D.
ROSSI,LUIGI,11,PORTAVOCE
ROSSI,LUIGI,12,VICEPRESIDENTE
ROSSI,LUIGI,12,SEGRETARIO
SOLLAZZO,ANGELINO,11,VICEPRESIDENTE
TABACCI,BRUNO,14,MEMBRO DEL C.D.
TABACCI,BRUNO,16,VICEPRESIDENTE
TATTARINI,FLAVIO,13,MEMBRO DEL C.D.
LOMBARDI,RICCARDO,2,MEMBRO DEL C.D.
LOMBARDI,RICCARDO,3,MEMBRO DEL C.D.
TURCI,LANFRANCO,15,VICEPRESIDENTE
LONGO,LUIGI,costituente,PRESIDENTE
LONGO,LUIGI,1,MEMBRO DEL C.D.
LONGO,LUIGI,2,MEMBRO DEL C.D.
VITO,ELIO,11,SEGRETARIO
VITO,ELIO,12,VICEPRESIDENTE
VITO,ELIO,13,VICEPRES. VICARIO
VITO,ELIO,13,MEMBRO DEL C.D.
VITO,ELIO,14,PRESIDENTE
VITO,ELIO,14,MEMBRO DEL C.D.
VITO,ELIO,15,PRESIDENTE
VOZZA,SALVATORE,13,SEGRETARIO
ZAGATTI,ALFREDO,13,MEMBRO DEL C.D.
LO PORTO,GUIDO,10,VICEPRESIDENTE
GUERRA,MAURO,12,VICEPRESIDENTE
GUERRA,MAURO,13,VICEPRESIDENTE
ACIERNO,ALBERTO,13,SEGRETARIO
ACIERNO,ALBERTO,13,VICEPRESIDENTE
ACIERNO,ALBERTO,13,COMITATO DIRETTIVO
AGOSTINI,MAURO,13,MEMBRO DEL C.D.
AGOSTINI,MAURO,14,MEMBRO DEL C.D.
AGOSTINI,MAURO,14,VICEPRESIDENTE
ALIPRANDI,VITTORIO,12,VICEPRESIDENTE
LUCIFREDI,ROBERTO,3,MEMBRO DEL C.D.
BACCINI,MARIO,13,SEGRETARIO
BACCINI,MARIO,14,MEMBRO DEL C.D.
BACCINI,MARIO,16,MEMBRO DEL C.D.
BAIAMONTE,GIACOMO,14,MEMBRO DEL C.D.
BALLAMAN,EDOUARD,13,SEGRETARIO
BALLAMAN,EDOUARD,13,SEGRETARIO AMM.
BASILE,EMANUELE,12,MEMBRO DEL C.D.
BECCHETTI,PAOLO,13,MEMBRO DEL C.D.
BENEDETTI VALENTINI,DOMENICO,13,VICEPRESIDENTE
BERTUCCI,MAURIZIO,12,SEGRETARIO ORGANIZZATIVO
BERTUCCI,MAURIZIO,13,MEMBRO DEL C.D.
BERTUCCI,MAURIZIO,14,DELEGATO D'AULA
BERTUCCI,MAURIZIO,14,VICEPRESIDENTE
BIANCHI,GIOVANNI,12,MEMBRO DEL C.D.
BIELLI,VALTER,13,MEMBRO DEL C.D.
BIELLI,VALTER,14,MEMBRO DEL C.D.
BONITO,FRANCESCO,13,MEMBRO DEL C.D.
BONITO,FRANCESCO,14,MEMBRO DEL C.D.
BONO,NICOLA,15,DELEGATO D'AULA
BOVA,DOMENICO,13,MEMBRO DEL C.D.
BOVA,DOMENICO,14,MEMBRO DEL C.D.
BRACCO,FABRIZIO FELICE,13,MEMBRO DEL C.D.
BROGLIA,GIAN PIERO,12,MEMBRO DEL C.D.
BRUGGER,SIEGFRIED,12,PRESIDENTE
BRUGGER,SIEGFRIED,13,VICEPRES. VICARIO
BRUGGER,SIEGFRIED,14,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
BRUGGER,SIEGFRIED,14,VICEPRESIDENTE
BRUGGER,SIEGFRIED,15,PRESIDENTE
BRUGGER,SIEGFRIED,15,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
BRUGGER,SIEGFRIED,15,VICEPRESIDENTE
BRUGGER,SIEGFRIED,16,PRESIDENTE
BUTTIGLIONE,ROCCO,12,MEMBRO DEL C.D.
BUTTIGLIONE,ROCCO,12,VICEPRESIDENTE
BUTTIGLIONE,ROCCO,14,PRESIDENTE
BUTTIGLIONE,ROCCO,17,VICEPRES. VICARIO
BUTTIGLIONE,ROCCO,17,RAPPRESENTANTE COMPONENTE GRUPPO MISTO
BUTTIGLIONE,ROCCO,17,VICEPRESIDENTE
CANAVESE,CRISTOFORO,12,MEMBRO DEL C.D.
CARDIELLO,FRANCO,14,MEMBRO DEL C.D.
CASELLI,FLAVIO GIOVANNI,12,VICEPRESIDENTE
CASELLI,FLAVIO GIOVANNI,12,SEGRETARIO
CAVALIERE,ENRICO,13,VICEPRESIDENTE
CENNAMO,ALDO,13,MEMBRO DEL C.D.
CENNAMO,ALDO,14,MEMBRO DEL C.D.
CICU,SALVATORE,16,VICEPRESIDENTE
CIOCCHETTI,LUCIANO,12,MEMBRO DEL C.D.
CONTE,GIANFRANCO,14,TESORIERE
CONTE,GIANFRANCO,14,MEMBRO DEL C.D.
CONTE,GIANFRANCO,15,TESORIERE
CONTE,GIANFRANCO,16,TESORIERE
CONTE,GIANFRANCO,16,MEMBRO DEL C.D.
MALAGODI,GIOVANNI FRANCESCO,3,PRESIDENTE
DALLARA,GIUSEPPE LORENZO,12,MEMBRO DEL C.D.
DANIELI,FRANCO,12,MEMBRO DEL C.D.
DE MURTAS,GIOVANNI,13,TESORIERE
DEL TURCO,OTTAVIANO,12,VICEPRESIDENTE
DELLA VALLE,RAFFAELE,12,PRESIDENTE
DI CAPUA,FABIO CLAUDIO,13,VICEPRES. VICARIO
DI LUCA,ALBERTO,12,TESORIERE
DI LUCA,ALBERTO,13,MEMBRO DEL C.D.
DI LUCA,ALBERTO,13,TESORIERE
DI MUCCIO,PIETRO,12,VICEPRES. VICARIO
DILIBERTO,OLIVIERO,12,PRESIDENTE
DILIBERTO,OLIVIERO,13,PRESIDENTE
DOMENICI,LEONARDO,12,MEMBRO DEL C.D.
DOTTI,VITTORIO,12,PRESIDENTE
DOZZO,GIANPAOLO,13,VICEPRESIDENTE
DOZZO,GIANPAOLO,15,VICEPRES. VICARIO
DOZZO,GIANPAOLO,15,DELEGATO D'AULA
DOZZO,GIANPAOLO,16,PRESIDENTE
DUCA,EUGENIO,14,MEMBRO DEL C.D.
FILIPPI,ROMANO,12,PRESIDENTE
FILIPPI,ROMANO,12,SEGRETARIO AMM.
FOGLIATO,SEBASTIANO,16,VICEPRESIDENTE
GIARDIELLO,MICHELE,13,MEMBRO DEL C.D.
GIBELLI,ANDREA ANGELO,14,MEMBRO DEL C.D.
GIBELLI,ANDREA ANGELO,14,PRESIDENTE
GIBELLI,ANDREA ANGELO,15,DELEGATO D'AULA
GIBELLI,ANDREA ANGELO,15,VICEPRESIDENTE
GIULIETTI,GIUSEPPE,13,MEMBRO DEL C.D.
GRAMAZIO,DOMENICO,13,MEMBRO DEL C.D.
GRIMALDI,TULLIO,12,VICEPRESIDENTE
GRIMALDI,TULLIO,13,PRESIDENTE
GRIMALDI,TULLIO,13,VICEPRESIDENTE
GRUGNETTI,ROBERTO,12,SEGRETARIO AMM.
GRUGNETTI,ROBERTO,13,SEGRETARIO AMM.
GUBETTI,FURIO,12,PRESIDENTE
GUIDI,ANTONIO,13,MEMBRO DEL C.D.
JANNONE,GIORGIO,12,VICEPRESIDENTE
JANNONE,GIORGIO,14,TESORIERE
JANNONE,GIORGIO,14,MEMBRO DEL C.D.
JANNONE,GIORGIO,15,CONSIGLIERE
LANTELLA,LELIO,12,PRESIDENTE
